selector_id,selector_name,period,n,pending,mean_pct,median_pct,win_pct,plus10_pct,plus20_pct,minus10_pct,minus20_pct,max_up_pct,max_down_pct,top3_ex_mean_pct,cash_pl_100_yen,required_capital_yen,capital_return_pct,simple_annualized_pct
body_pct_low,Dive,2026-05,7,0,-4.73419907142,-2.93103448276,28.5714285714,0,0,42.8571428571,14.2857142857,8.74848116646,-23.3590733591,-12.2351739487,-10900,172400,-6.32250580046,-72.1639945258
body_pct_low,Dive,2026-06,5,0,-12.0985302819,-11.5384615385,20,0,0,60,20,9.23566878981,-29.7085201794,-24.1399743754,-31300,128400,-24.3769470405,-287.209583208
body_pct_low,Dive,2026-08,1,0,-0.210526315789,-0.210526315789,0,0,0,0,0,-0.210526315789,-0.210526315789,,-100,47500,-0.210526315789,-9.61164473684
body_pct_low,Dive,2026-09,2,0,39.7243388615,39.7243388615,100,100,100,0,0,41.3043478261,38.1443298969,,67400,170600,39.5076201641,1803.73274472
mean_rank_volr20_body_pct,Shadow,2023-01,3,0,7.2586761858,5.6338028169,66.6666666667,33.3333333333,33.3333333333,0,0,24.7311827957,-8.58895705521,,5700,88900,6.41169853768,195.152066929
mean_rank_volr20_body_pct,Shadow,2023-02,4,0,4.33612626762,7.834893437,75,50,0,25,0,16.3043478261,-14.6296296296,-14.6296296296,-9800,145500,-6.735395189,-123.002628866
mean_rank_volr20_body_pct,Shadow,2023-03,3,0,16.4275986671,2.57862019089,66.6666666667,33.3333333333,33.3333333333,33.3333333333,0,61.4876033058,-14.7834274953,,30170.0012207,145400,20.7496569606,582.973583264
mean_rank_volr20_body_pct,Shadow,2023-04,6,0,1.10429306594,-0.90385459865,33.3333333333,16.6666666667,0,16.6666666667,0,19.1950464396,-12.5874125874,-6.24287060457,4533.33129883,200866.668701,2.25688578804,24.2444296305
mean_rank_volr20_body_pct,Shadow,2023-05,9,0,-0.951332829877,-11.1111111111,44.4444444444,22.2222222222,22.2222222222,55.5555555556,0,29.9163179916,-14.5736434109,-10.4567383075,-3500,225400,-1.55279503106,-25.7793972332
mean_rank_volr20_body_pct,Shadow,2023-06,3,0,55.7891828534,54.3933054393,100,66.6666666667,66.6666666667,0,0,106.403940887,6.5703022339,,39600,120300,32.9177057357,1001.91209476
mean_rank_volr20_body_pct,Shadow,2023-07,2,0,-3.86060272465,-3.86060272465,50,50,0,50,0,10.650887574,-18.3720930233,,-4300,76800,-5.59895833333,-204.497753906
mean_rank_volr20_body_pct,Shadow,2023-08,4,0,-7.12340505805,-2.92397660818,25,0,0,25,25,2.88624787776,-25.5319148936,-25.5319148936,-4100,58900,-6.96095076401,-97.785963824
mean_rank_volr20_body_pct,Shadow,2023-09,2,0,-7.73535855597,-7.73535855597,0,0,0,50,0,-0.566037735849,-14.9046793761,,-8900,110700,-8.03974706414,-293.645731707
mean_rank_volr20_body_pct,Shadow,2023-10,10,0,5.9753251015,-2.36908554399,50,30,20,30,20,80.0838574423,-25.6666666667,-10.1783317839,15200,313300,4.85157995531,61.1035583389
mean_rank_volr20_body_pct,Shadow,2023-12,4,0,-0.859639568165,-2.62340551718,25,25,25,25,0,21.5596330275,-19.7513802658,-19.7513802658,7403.33213806,131383.334541,5.63490960548,121.06520421
mean_rank_volr20_body_pct,Shadow,2024-01,2,0,-3.92254824482,-3.92254824482,50,0,0,0,0,2.03442158266,-9.87951807229,,-7940.00091553,95780.0003052,-8.28983179184,-378.474861029
mean_rank_volr20_body_pct,Shadow,2024-02,2,0,8.52947973344,8.52947973344,100,50,0,0,0,12.2291021672,4.82985729967,,12300,155700,7.89980732177,360.668171965
mean_rank_volr20_body_pct,Shadow,2024-03,9,0,2.24233468589,4.89913544669,55.5555555556,22.2222222222,0,22.2222222222,0,19.4366197183,-12,-3.60293675538,3500,135900,2.57542310522,31.3551324503
mean_rank_volr20_body_pct,Shadow,2024-04,8,0,2.51520341831,6.12345679013,62.5,25,12.5,37.5,12.5,53.0864197531,-41.9230769231,-10.2067008126,-16900,161200,-10.4838709677,-153.166209677
mean_rank_volr20_body_pct,Shadow,2024-05,7,0,32.2097794819,15.242881072,85.7142857143,71.4285714286,42.8571428571,0,0,111.111111111,-3.4375,6.45513314679,17700,66300,26.6968325792,423.948603187
mean_rank_volr20_body_pct,Shadow,2024-06,5,0,21.8206844469,5.30303030303,80,20,20,0,0,91.5697674419,0,1.23726346434,68300,137500,49.6727272727,863.932909091
mean_rank_volr20_body_pct,Shadow,2024-07,8,0,3.96959160812,-5.53091397851,37.5,25,25,50,12.5,91.1428615025,-52.3703681098,-17.6007249276,7990.00091558,195300,4.09114230188,57.4715016229
mean_rank_volr20_body_pct,Shadow,2024-08,6,0,8.85619936119,10.6443053774,83.3333333333,50,16.6666666667,16.6666666667,0,27.9296875,-12.5567322239,-1.81125062528,20760.0006103,201560.00061,10.2996629031,208.993034882
mean_rank_volr20_body_pct,Shadow,2024-09,10,0,-4.20582162627,-3.8820962818,20,20,10,30,20,22.2222222222,-23.6363636364,-11.4339220839,-31196.6621399,163519.999695,-19.0781936143,-211.156579733
mean_rank_volr20_body_pct,Shadow,2024-10,13,0,8.32198055088,1.73913043478,61.5384615385,30.7692307692,30.7692307692,23.0769230769,0,51.5527950311,-16.2962962963,-1.71137716015,14733.3312988,264400,5.5723643339,58.1504080064
mean_rank_volr20_body_pct,Shadow,2024-11,3,0,4.46461809555,8.91938392966,66.6666666667,33.3333333333,33.3333333333,33.3333333333,33.3333333333,30.7456567977,-26.2711864407,,5000,42900,11.655011655,304.064685315
mean_rank_volr20_body_pct,Shadow,2024-12,3,0,31.6026676025,11.6883116883,66.6666666667,66.6666666667,33.3333333333,33.3333333333,33.3333333333,105.405405405,-22.2857142857,,33000,33300,99.0990990991,1005.4222973
mean_rank_volr20_body_pct,Shadow,2025-01,6,0,2.76317896731,1.72965527438,50,16.6666666667,0,0,0,17.0520231214,-8.70004917236,-5.20269361034,5259.9975586,183380.001831,2.86835942092,61.6262803409
mean_rank_volr20_body_pct,Shadow,2025-02,6,0,-3.98412945404,-3.28112747468,50,0,0,33.3333333333,0,5.82010795593,-17.731629393,-12.7208932747,-25759.9975586,272900,-9.43935418051,-114.921777309
mean_rank_volr20_body_pct,Shadow,2025-03,3,0,8.5077086233,22.8070175439,66.6666666667,66.6666666667,66.6666666667,33.3333333333,33.3333333333,30.8851224105,-28.1690140845,,33400,106200,31.450094162,370.545516676
mean_rank_volr20_body_pct,Shadow,2025-04,1,0,31.1827956989,31.1827956989,100,100,100,0,0,31.1827956989,31.1827956989,,2900,9300,31.1827956989,1627.04032258
mean_rank_volr20_body_pct,Shadow,2025-05,6,0,0.79866885399,2.56477968142,50,50,0,33.3333333333,0,15.7480314961,-16.2337662338,-13.3810633811,-630.00030517,48809.9998474,-1.29071974419,-27.7309238922
mean_rank_volr20_body_pct,Shadow,2025-06,3,0,32.881380828,27.6041666667,66.6666666667,66.6666666667,66.6666666667,33.3333333333,0,82.8571428571,-11.8171670399,,7140.00015259,22700,31.4537451656,638.235806591
mean_rank_volr20_body_pct,Shadow,2025-07,5,0,-5.17864759342,-10.4575163399,20,20,0,60,0,18.3333333333,-14.450867052,-13.475433526,-4560.00061035,39800,-11.4572879657,-160.949557685
mean_rank_volr20_body_pct,Shadow,2025-08,1,0,-10.8527131783,-10.8527131783,0,0,0,100,0,-10.8527131783,-10.8527131783,,-4200,38700,-10.8527131783,-566.26744186
mean_rank_volr20_body_pct,Shadow,2025-09,1,0,-19.8335644938,-19.8335644938,0,0,0,100,0,-19.8335644938,-19.8335644938,,-7150,36050,-19.8335644938,-1034.86581137
mean_rank_volr20_body_pct,Shadow,2025-10,5,0,9.93524304894,-7.29411764706,20,20,20,20,0,84.1176470588,-14.6666666667,-11.7853881279,47000,112400,41.8149466192,381.814891014
mean_rank_volr20_body_pct,Shadow,2025-11,2,0,73.4615384616,73.4615384616,100,100,50,0,0,130,16.9230769231,,8900,12500,71.2,2600.5266
mean_rank_volr20_body_pct,Shadow,2025-12,5,0,-5.01098853832,-13.3333333333,40,40,20,60,40,31.3627254509,-39.8692810458,-31.4346405229,34000,192800,17.6348547718,268.374935166
mean_rank_volr20_body_pct,Shadow,2026-01,2,0,13.9535315985,13.9535315985,100,50,50,0,0,24.907063197,3,,14300,53800,26.5799256506,693.437035316
mean_rank_volr20_body_pct,Shadow,2026-02,3,0,15.5534538321,2.9689608637,66.6666666667,33.3333333333,33.3333333333,0,0,51.1475409836,-7.45614035088,,30000,106600,28.1425891182,411.15478424
mean_rank_volr20_body_pct,Shadow,2026-03,12,0,13.1857210758,11.5643906655,58.3333333333,58.3333333333,41.6666666667,16.6666666667,0,43.216080402,-18.4705882353,3.59690329082,84750,274600,30.8630735615,322.071604151
mean_rank_volr20_body_pct,Shadow,2026-04,8,0,-3.28331664403,-7.05594075936,37.5,37.5,12.5,50,25,26.1802575107,-25.9212198221,-14.9306423857,-29050,194700,-14.9203903441,-151.376685285
mean_rank_volr20_body_pct,Shadow,2026-05,7,0,-4.73419907142,-2.93103448276,28.5714285714,0,0,42.8571428571,14.2857142857,8.74848116646,-23.3590733591,-12.2351739487,-10900,172400,-6.32250580046,-72.1639945258
mean_rank_volr20_body_pct,Shadow,2026-06,5,0,-12.0985302819,-11.5384615385,20,0,0,60,20,9.23566878981,-29.7085201794,-24.1399743754,-31300,128400,-24.3769470405,-287.209583208
mean_rank_volr20_body_pct,Shadow,2026-08,1,0,-0.210526315789,-0.210526315789,0,0,0,0,0,-0.210526315789,-0.210526315789,,-100,47500,-0.210526315789,-9.61164473684
mean_rank_volr20_body_pct,Shadow,2026-09,2,0,39.7243388615,39.7243388615,100,100,100,0,0,41.3043478261,38.1443298969,,67400,170600,39.5076201641,1803.73274472
dual_top1_agreement,Fusion,2023-01,3,0,7.2586761858,5.6338028169,66.6666666667,33.3333333333,33.3333333333,0,0,24.7311827957,-8.58895705521,,5700,88900,6.41169853768,195.152066929
dual_top1_agreement,Fusion,2023-02,4,0,4.33612626762,7.834893437,75,50,0,25,0,16.3043478261,-14.6296296296,-14.6296296296,-9800,145500,-6.735395189,-123.002628866
dual_top1_agreement,Fusion,2023-03,3,0,16.4275986671,2.57862019089,66.6666666667,33.3333333333,33.3333333333,33.3333333333,0,61.4876033058,-14.7834274953,,30170.0012207,145400,20.7496569606,582.973583264
dual_top1_agreement,Fusion,2023-04,4,0,3.1566537178,3.00949050949,50,25,0,25,0,19.1950464396,-12.5874125874,-12.5874125874,6900,93200,7.40343347639,79.5308397501
dual_top1_agreement,Fusion,2023-05,7,0,0.537779561539,-11.1111111111,42.8571428571,28.5714285714,28.5714285714,57.1428571429,0,29.9163179916,-13.6363636364,-12.5113098682,5300,225400,2.35137533274,39.0373729531
dual_top1_agreement,Fusion,2023-06,3,0,55.7891828534,54.3933054393,100,66.6666666667,66.6666666667,0,0,106.403940887,6.5703022339,,39600,120300,32.9177057357,1001.91209476
dual_top1_agreement,Fusion,2023-07,2,0,-3.86060272465,-3.86060272465,50,50,0,50,0,10.650887574,-18.3720930233,,-4300,76800,-5.59895833333,-204.497753906
dual_top1_agreement,Fusion,2023-08,4,0,-7.12340505805,-2.92397660818,25,0,0,25,25,2.88624787776,-25.5319148936,-25.5319148936,-4100,58900,-6.96095076401,-97.785963824
dual_top1_agreement,Fusion,2023-09,2,0,-7.73535855597,-7.73535855597,0,0,0,50,0,-0.566037735849,-14.9046793761,,-8900,110700,-8.03974706414,-293.645731707
dual_top1_agreement,Fusion,2023-10,10,0,5.9753251015,-2.36908554399,50,30,20,30,20,80.0838574423,-25.6666666667,-10.1783317839,15200,313300,4.85157995531,61.1035583389
dual_top1_agreement,Fusion,2023-12,4,0,-0.859639568165,-2.62340551718,25,25,25,25,0,21.5596330275,-19.7513802658,-19.7513802658,7403.33213806,131383.334541,5.63490960548,121.06520421
dual_top1_agreement,Fusion,2024-01,2,0,-3.92254824482,-3.92254824482,50,0,0,0,0,2.03442158266,-9.87951807229,,-7940.00091553,95780.0003052,-8.28983179184,-378.474861029
dual_top1_agreement,Fusion,2024-02,2,0,8.52947973344,8.52947973344,100,50,0,0,0,12.2291021672,4.82985729967,,12300,155700,7.89980732177,360.668171965
dual_top1_agreement,Fusion,2024-03,4,0,-1.43037915904,-0.88376560999,50,0,0,25,0,6.09756097561,-10.0515463918,-10.0515463918,-6600,77600,-8.50515463918,-103.548131443
dual_top1_agreement,Fusion,2024-04,7,0,-4.70925605809,5.24691358025,57.1428571429,14.2857142857,0,42.8571428571,14.2857142857,10.4,-41.9230769231,-14.5083760158,-21200,153100,-13.8471587198,-202.302834749
dual_top1_agreement,Fusion,2024-05,6,0,28.5690670531,13.871440536,83.3333333333,66.6666666667,33.3333333333,0,0,111.111111111,-3.4375,3.52588383838,15700,66300,23.6802413273,376.044806217
