code,name,market,ticker
4401,ＡＤＥＫＡ,Prime,4401.T
4403,日油,Prime,4403.T
4404,ミヨシ油脂,Standard,4404.T
4406,新日本理化,Standard,4406.T
4409,東邦化学工業,Standard,4409.T
4410,ハリマ化成グループ,Prime,4410.T
4412,サイエンスアーツ,Growth,4412.T
4413,ボードルア,Prime,4413.T
4414,フレクト,Growth,4414.T
4415,ブロードエンタープライズ,Growth,4415.T
4416,Ｔｒｕｅ　Ｄａｔａ,Growth,4416.T
4417,グローバルセキュリティエキスパート,Growth,4417.T
4418,ＪＤＳＣ,Growth,4418.T
4419,Ｆｉｎａｔｅｘｔホールディングス,Growth,4419.T
441A,ＮＥ,Growth,441A.T
4420,イーソル,Standard,4420.T
4421,ディ・アイ・システム,Standard,4421.T
4422,ＶＡＬＵＥＮＥＸ,Growth,4422.T
4424,Ａｍａｚｉａ,Growth,4424.T
4425,Ｋｕｄａｎ,Growth,4425.T
4427,ＥｄｕＬａｂ,Growth,4427.T
4428,シノプス,Growth,4428.T
4429,リックソフト,Growth,4429.T
442A,クラシコ,Growth,442A.T
4430,東海ソフト,Standard,4430.T
4431,スマレジ,Growth,4431.T
4432,ウイングアーク１ｓｔ,Prime,4432.T
4433,ヒト・コミュニケーションズ・ホールディングス,Prime,4433.T
4434,サーバーワークス,Standard,4434.T
4436,ミンカブ・ジ・インフォノイド,Growth,4436.T
4437,ｇｏｏｄｄａｙｓホールディングス,Growth,4437.T
4438,Ｗｅｌｂｙ,Growth,4438.T
4439,東名,Standard,4439.T
4440,ヴィッツ,Standard,4440.T
4441,トビラシステムズ,Standard,4441.T
4442,バルテス・ホールディングス,Growth,4442.T
4443,Ｓａｎｓａｎ,Prime,4443.T
4444,インフォネット,Growth,4444.T
4445,リビン・テクノロジーズ,Growth,4445.T
4446,Ｌｉｎｋ－Ｕグループ,Standard,4446.T
4447,ピー・ビーシステムズ,Growth,4447.T
4448,ｋｕｂｅｌｌ,Growth,4448.T
4450,パワーソリューションズ,Growth,4450.T
4452,花王,Prime,4452.T
4461,第一工業製薬,Prime,4461.T
4462,石原ケミカル,Prime,4462.T
4463,日華化学,Standard,4463.T
4464,ソフト９９コーポレーション,Standard,4464.T
4465,ニイタカ,Standard,4465.T
446A,ノースサンド,Growth,446A.T
4471,三洋化成工業,Prime,4471.T
4475,ＨＥＮＮＧＥ,Growth,4475.T
4476,ＡＩ　ＣＲＯＳＳ,Growth,4476.T
4477,ＢＡＳＥ,Growth,4477.T
4478,フリー,Growth,4478.T
4479,マクアケ,Growth,4479.T
4480,メドレー,Prime,4480.T
4481,ベース,Prime,4481.T
4482,ウィルズ,Growth,4482.T
4483,ＪＭＤＣ,Prime,4483.T
4484,ランサーズ,Growth,4484.T
4486,ユナイトアンドグロウ,Growth,4486.T
4487,スペースマーケット,Growth,4487.T
4488,ＡＩ　ｉｎｓｉｄｅ,Growth,4488.T
4490,ビザスク,Growth,4490.T
4491,コンピューターマネージメント,Standard,4491.T
4492,ゼネテック,Standard,4492.T
4493,サイバーセキュリティクラウド,Growth,4493.T
4495,アイキューブドシステムズ,Growth,4495.T
4496,コマースＯｎｅホールディングス,Growth,4496.T
4498,サイバートラスト,Growth,4498.T
4499,Ｓｐｅｅｅ,Standard,4499.T
4502,武田薬品工業,Prime,4502.T
4503,アステラス製薬,Prime,4503.T
4506,住友ファーマ,Prime,4506.T
4507,塩野義製薬,Prime,4507.T
4512,わかもと製薬,Standard,4512.T
4516,日本新薬,Prime,4516.T
4519,中外製薬,Prime,4519.T
4521,科研製薬,Prime,4521.T
4523,エーザイ,Prime,4523.T
4524,森下仁丹,Standard,4524.T
4526,理研ビタミン,Prime,4526.T
4527,ロート製薬,Prime,4527.T
4528,小野薬品工業,Prime,4528.T
4531,有機合成薬品工業,Standard,4531.T
4534,持田製薬,Prime,4534.T
4536,参天製薬,Prime,4536.T
4538,扶桑薬品工業,Prime,4538.T
4539,日本ケミファ,Standard,4539.T
4540,ツムラ,Prime,4540.T
4543,テルモ,Prime,4543.T
4544,Ｈ．Ｕ．グループホールディングス,Prime,4544.T
4547,キッセイ薬品工業,Prime,4547.T
4548,生化学工業,Prime,4548.T
4549,栄研化学,Prime,4549.T
4552,ＪＣＲファーマ,Prime,4552.T
4553,東和薬品,Prime,4553.T
4554,富士製薬工業,Prime,4554.T
4558,中京医薬品,Standard,4558.T
4559,ゼリア新薬工業,Prime,4559.T
4563,アンジェス,Growth,4563.T
4564,オンコセラピー・サイエンス,Growth,4564.T
4565,ネクセラファーマ,Prime,4565.T
4568,第一三共,Prime,4568.T
4569,杏林製薬,Prime,4569.T
456A,ＨＵＭＡＮ　ＭＡＤＥ,Growth,456A.T
4570,免疫生物研究所,Growth,4570.T
4571,ＮＡＮＯホールディングス,Growth,4571.T
4572,カルナバイオサイエンス,Growth,4572.T
4574,大幸薬品,Prime,4574.T
4575,キャンバス,Growth,4575.T
4576,デ・ウエスタン・セラピテクス研究所,Growth,4576.T
4577,ダイト,Prime,4577.T
4578,大塚ホールディングス,Prime,4578.T
4579,ラクオリア創薬,Growth,4579.T
4582,シンバイオ製薬,Growth,4582.T
4583,カイオム・バイオサイエンス,Growth,4583.T
4584,キッズウェル・バイオ,Growth,4584.T
4586,メドレックス,Growth,4586.T
4587,ペプチドリーム,Prime,4587.T
4588,オンコリスバイオファーマ,Growth,4588.T
4591,リボミック,Growth,4591.T
4592,サンバイオ,Growth,4592.T
4593,ヘリオス,Growth,4593.T
4594,ブライトパス・バイオ,Growth,4594.T
4595,ミズホメディー,Standard,4595.T
4596,窪田製薬ホールディングス,Growth,4596.T
4597,ソレイジア・ファーマ,Growth,4597.T
4598,Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍａ,Growth,4598.T
4599,ステムリム,Growth,4599.T
460A,ＢＲＡＮＵ,Growth,460A.T
4611,大日本塗料,Prime,4611.T
4612,日本ペイントホールディングス,Prime,4612.T
4613,関西ペイント,Prime,4613.T
4615,神東塗料,Standard,4615.T
4616,川上塗料,Standard,4616.T
4617,中国塗料,Prime,4617.T
4619,日本特殊塗料,Standard,4619.T
4620,藤倉化成,Standard,4620.T
4623,アサヒペン,Standard,4623.T
4624,イサム塗料,Standard,4624.T
4625,アトミクス,Standard,4625.T
4626,太陽ホールディングス,Prime,4626.T
4627,ナトコ,Standard,4627.T
4628,エスケー化研,Standard,4628.T
4629,大伸化学,Standard,4629.T
462A,ＦＵＮＤＩＮＮＯ,Growth,462A.T
4631,ＤＩＣ,Prime,4631.T
4633,サカタインクス,Prime,4633.T
4634,ａｒｔｉｅｎｃｅ,Prime,4634.T
4635,東京インキ,Standard,4635.T
463A,インテリックスホールディングス,Standard,463A.T
4641,アルプス技研,Prime,4641.T
4642,オリジナル設計,Standard,4642.T
4644,イマジニア,Standard,4644.T
4645,市進ホールディングス,Standard,4645.T
464A,ＱＰＳホールディングス,Growth,464A.T
4650,ＳＤエンターテイメント,Standard,4650.T
4651,サニックスホールディングス,Standard,4651.T
4657,環境管理センター,Standard,4657.T
4658,日本空調サービス,Prime,4658.T
4661,オリエンタルランド,Prime,4661.T
4662,フォーカスシステムズ,Prime,4662.T
4664,アール・エス・シー,Standard,4664.T
4665,ダスキン,Prime,4665.T
4666,パーク２４,Prime,4666.T
4667,アイサンテクノロジー,Standard,4667.T
4668,明光ネットワークジャパン,Prime,4668.T
4671,ファルコホールディングス,Standard,4671.T
4673,川崎地質,Standard,4673.T
4674,クレスコ,Prime,4674.T
4676,フジ・メディア・ホールディングス,Prime,4676.T
4678,秀英予備校,Standard,4678.T
4679,田谷,Standard,4679.T
4680,ラウンドワン,Prime,4680.T
4681,リゾートトラスト,Prime,4681.T
4684,オービック,Prime,4684.T
4685,菱友システムズ,Standard,4685.T
4686,ジャストシステム,Prime,4686.T
4687,ＴＤＣソフト,Prime,4687.T
4689,ＬＩＮＥヤフー,Prime,4689.T
4691,ワシントンホテル,Standard,4691.T
4694,ビー・エム・エル,Prime,4694.T
469A,フィットクルー,Growth,469A.T
4704,トレンドマイクロ,Prime,4704.T
4705,クリップコーポレーション,Standard,4705.T
4707,キタック,Standard,4707.T
4709,ＩＤホールディングス,Prime,4709.T
4712,ＫｅｙＨｏｌｄｅｒ,Standard,4712.T
4714,リソー教育グループ,Prime,4714.T
4716,日本オラクル,Standard,4716.T
4718,早稲田アカデミー,Prime,4718.T
4719,アルファシステムズ,Prime,4719.T
471A,ＮＳグループ,Prime,471A.T
4720,城南進学研究社,Standard,4720.T
4722,フューチャー,Prime,4722.T
4725,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,Prime,4725.T
4728,トーセ,Standard,4728.T
472A,ミラティブ,Growth,472A.T
4732,ユー・エス・エス,Prime,4732.T
4733,オービックビジネスコンサルタント,Prime,4733.T
4735,京進,Standard,4735.T
4736,日本ラッド,Standard,4736.T
4743,アイティフォー,Prime,4743.T
4746,東計電算,Standard,4746.T
4750,ダイサン,Standard,4750.T
4751,サイバーエージェント,Prime,4751.T
4752,昭和システムエンジニアリング,Standard,4752.T
4754,トスネット,Standard,4754.T
4755,楽天グループ,Prime,4755.T
475A,ギミック,Standard,475A.T
4760,アルファ,Standard,4760.T
4761,さくらケーシーエス,Standard,4761.T
4762,エックスネット,Standard,4762.T
4763,クリーク・アンド・リバー社,Prime,4763.T
4765,ＳＢＩグローバルアセットマネジメント,Prime,4765.T
4766,ピーエイ,Standard,4766.T
4767,テー・オー・ダブリュー,Standard,4767.T
4768,大塚商会,Prime,4768.T
4769,ＩＣ,Standard,4769.T
476A,辻・本郷ＩＴコンサルティング,Standard,476A.T
4771,エフアンドエム,Standard,4771.T
4772,ＳＭ　ＥＮＴＥＲＴＡＩＮＭＥＮＴ　ＪＡＰＡＮ,Growth,4772.T
4776,サイボウズ,Prime,4776.T
4777,ガーラ,Standard,4777.T
477A,スタートライン,Growth,477A.T
4783,ＮＣＤ,Standard,4783.T
4784,ＧＭＯインターネット,Prime,4784.T
478A,フツパー,Growth,478A.T
4792,山田コンサルティンググループ,Prime,4792.T
479A,ＰＲＯＮＩ,Growth,479A.T
4800,オリコン,Standard,4800.T
4801,セントラルスポーツ,Prime,4801.T
4809,パラカ,Prime,4809.T
480A,リブ・コンサルティング,Growth,480A.T
4811,ドリーム・アーツ,Growth,4811.T
4812,電通総研,Prime,4812.T
4813,ＡＣＣＥＳＳ,Prime,4813.T
4814,ネクストウェア,Standard,4814.T
4816,東映アニメーション,Standard,4816.T
4819,デジタルガレージ,Prime,4819.T
4820,イーエムシステムズ,Prime,4820.T
4825,ウェザーニューズ,Prime,4825.T
4826,ＣＩＪ,Prime,4826.T
4828,ビジネスエンジニアリング,Prime,4828.T
4829,日本エンタープライズ,Standard,4829.T
4832,ＪＦＥシステムズ,Standard,4832.T
4833,Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ,Growth,4833.T
4838,スペースシャワーＳＫＩＹＡＫＩホールディングス,Standard,4838.T
4839,ＷＯＷＯＷ,Prime,4839.T
483A,テラテクノロジー,Standard,483A.T
4840,トライアイズ,Standard,4840.T
4845,スカラ,Standard,4845.T
4847,インテリジェント　ウェイブ,Prime,4847.T
4848,フルキャストホールディングス,Prime,4848.T
4849,エン,Prime,4849.T
485A,パワーエックス,Growth,485A.T
4880,セルソース,Standard,4880.T
4881,ファンペップ,Growth,4881.T
4882,ペルセウスプロテオミクス,Growth,4882.T
4883,モダリス,Growth,4883.T
4884,クリングルファーマ,Growth,4884.T
4885,室町ケミカル,Standard,4885.T
4886,あすか製薬ホールディングス,Prime,4886.T
4887,サワイグループホールディングス,Prime,4887.T
4888,ステラファーマ,Growth,4888.T
4889,レナサイエンス,Growth,4889.T
4890,坪田ラボ,Growth,4890.T
4891,ティムス,Growth,4891.T
4892,サイフューズ,Growth,4892.T
4893,ノイルイミューン・バイオテック,Growth,4893.T
4894,クオリプス,Growth,4894.T
4896,ケイファーマ,Growth,4896.T
4901,富士フイルムホールディングス,Prime,4901.T
4902,コニカミノルタ,Prime,4902.T
4911,資生堂,Prime,4911.T
4912,ライオン,Prime,4912.T
4914,高砂香料工業,Prime,4914.T
4918,アイビー化粧品,Standard,4918.T
4919,ミルボン,Prime,4919.T
4920,日本色材工業研究所,Standard,4920.T
4922,コーセーホールディングス,Prime,4922.T
4923,コタ,Prime,4923.T
4925,ハーバー研究所,Standard,4925.T
4926,シーボン,Standard,4926.T
4927,ポーラ・オルビスホールディングス,Prime,4927.T
4928,ノエビアホールディングス,Prime,4928.T
4929,アジュバンホールディングス,Standard,4929.T
4931,新日本製薬,Prime,4931.T
4932,アルマード,Standard,4932.T
4933,Ｉ－ｎｅ,Prime,4933.T
4934,プレミアアンチエイジング,Growth,4934.T
4935,リベルタ,Standard,4935.T
4936,アクシージア,Standard,4936.T
4937,Ｗａｑｏｏ,Growth,4937.T
4951,エステー,Prime,4951.T
4956,コニシ,Prime,4956.T
4958,長谷川香料,Prime,4958.T
4960,ケミプロ化成,Standard,4960.T
4966,上村工業,Standard,4966.T
4967,小林製薬,Prime,4967.T
4968,荒川化学工業,Prime,4968.T
4970,東洋合成工業,Standard,4970.T
4971,メック,Prime,4971.T
4972,綜研化学,Standard,4972.T
4973,日本高純度化学,Prime,4973.T
4975,ＪＣＵ,Prime,4975.T
4976,東洋ドライルーブ,Standard,4976.T
4977,新田ゼラチン,Standard,4977.T
4978,リプロセル,Growth,4978.T
4979,ＯＡＴアグリオ,Standard,4979.T
4980,デクセリアルズ,Prime,4980.T
4985,アース製薬,Prime,4985.T
4990,昭和化学工業,Standard,4990.T
4992,北興化学工業,Standard,4992.T
4994,大成ラミックグループ,Standard,4994.T
4996,クミアイ化学工業,Prime,4996.T
4997,日本農薬,Prime,4997.T
4998,フマキラー,Standard,4998.T
500A,ＴＯブックス,Standard,500A.T
5010,日本精蝋,Standard,5010.T
5011,ニチレキグループ,Prime,5011.T
5013,ユシロ,Standard,5013.T
5015,ビーピー・カストロール,Standard,5015.T
5016,ＪＸ金属,Prime,5016.T
5018,ＭＯＲＥＳＣＯ,Standard,5018.T
5019,出光興産,Prime,5019.T
5020,ＥＮＥＯＳホールディングス,Prime,5020.T
5021,コスモエネルギーホールディングス,Prime,5021.T
5025,マーキュリー,Growth,5025.T
5026,トリプルアイズ,Growth,5026.T
5027,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ,Growth,5027.T
5028,セカンドサイトアナリティカ,Growth,5028.T
5029,サークレイス,Growth,5029.T
5031,モイ,Growth,5031.T
5032,ＡＮＹＣＯＬＯＲ,Prime,5032.T
5033,ヌーラボ,Growth,5033.T
5034,ｕｎｅｒｒｙ,Growth,5034.T
5035,ＨＯＵＳＥＩ,Growth,5035.T
5036,日本ビジネスシステムズ,Prime,5036.T
5038,ｅＷｅＬＬ,Growth,5038.T
504A,イノバセル,Growth,504A.T
505A,ギークリー,Standard,505A.T
5071,ヴィス,Standard,5071.T
5074,テスホールディングス,Prime,5074.T
5076,インフロニア・ホールディングス,Prime,5076.T
5078,セレコーポレーション,Standard,5078.T
5079,ノバック,Standard,5079.T
5101,横浜ゴム,Prime,5101.T
5105,ＴＯＹＯ　ＴＩＲＥ,Prime,5105.T
5108,ブリヂストン,Prime,5108.T
5110,住友ゴム工業,Prime,5110.T
5121,藤倉コンポジット,Prime,5121.T
5122,オカモト,Prime,5122.T
5125,ファインズ,Growth,5125.T
5126,ポーターズ,Growth,5126.T
5129,ＦＩＸＥＲ,Growth,5129.T
5131,リンカーズ,Growth,5131.T
5132,ｐｌｕｓｚｅｒｏ,Growth,5132.T
5133,テリロジーホールディングス,Standard,5133.T
5134,ＰＯＰＥＲ,Growth,5134.T
5136,ｔｒｉｐｌａ,Growth,5136.T
5137,スマートドライブ,Growth,5137.T
5138,Ｒｅｂａｓｅ,Growth,5138.T
5139,オープンワーク,Growth,5139.T
5142,アキレス,Prime,5142.T
5161,西川ゴム工業,Standard,5161.T
5162,朝日ラバー,Standard,5162.T
5184,ニチリン,Standard,5184.T
5185,フコク,Prime,5185.T
5186,ニッタ,Prime,5186.T
5187,クリエートメディック,Standard,5187.T
5189,櫻護謨,Standard,5189.T
5192,三ツ星ベルト,Prime,5192.T
5194,相模ゴム工業,Standard,5194.T
5195,バンドー化学,Prime,5195.T
5199,不二ラテックス,Standard,5199.T
519A,ベーシック,Growth,519A.T
5201,ＡＧＣ,Prime,5201.T
5202,日本板硝子,Prime,5202.T
5204,石塚硝子,Standard,5204.T
5208,有沢製作所,Prime,5208.T
520A,ジェイファーマ,Growth,520A.T
5210,日本山村硝子,Standard,5210.T
5214,日本電気硝子,Prime,5214.T
5216,倉元製作所,Standard,5216.T
5218,オハラ,Standard,5218.T
5232,住友大阪セメント,Prime,5232.T
5233,太平洋セメント,Prime,5233.T
5237,ノザワ,Standard,5237.T
523A,セイワホールディングス,Growth,523A.T
5240,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ,Growth,5240.T
5242,アイズ,Growth,5242.T
5243,ｎｏｔｅ,Growth,5243.T
5244,ｊｉｇ．ｊｐ,Growth,5244.T
5246,ＥＬＥＭＥＮＴＳ,Growth,5246.T
5247,ＢＴＭ,Growth,5247.T
5248,テクノロジーズ,Growth,5248.T
5250,ＧＭＯプライム・ストラテジー,Standard,5250.T
5252,日本ナレッジ,Growth,5252.T
5253,カバー,Growth,5253.T
5254,Ａｒｅｎｔ,Growth,5254.T
5255,モンスターラボ,Growth,5255.T
5256,Ｆｕｓｉｃ,Growth,5256.T
5257,ノバシステム,Standard,5257.T
5258,トランザクション・メディア・ネットワークス,Growth,5258.T
5261,リソルホールディングス,Prime,5261.T
5262,日本ヒューム,Prime,5262.T
5268,旭コンクリート工業,Standard,5268.T
5269,日本コンクリート工業,Prime,5269.T
5271,トーヨーアサノ,Standard,5271.T
5273,三谷セキサン,Standard,5273.T
5279,日本興業,Standard,5279.T
5280,ヨシコン,Standard,5280.T
5282,ジオスター,Standard,5282.T
5283,高見澤,Standard,5283.T
5284,ヤマウホールディングス,Standard,5284.T
5285,ヤマックス,Standard,5285.T
5287,イトーヨーギョー,Standard,5287.T
5288,アジアパイルホールディングス,Prime,5288.T
5290,ベルテクスコーポレーション,Standard,5290.T
5301,東海カーボン,Prime,5301.T
5302,日本カーボン,Prime,5302.T
5304,ＳＥＣカーボン,Standard,5304.T
5310,東洋炭素,Prime,5310.T
5331,ノリタケ,Prime,5331.T
5332,ＴＯＴＯ,Prime,5332.T
5333,ＮＧＫ,Prime,5333.T
5334,日本特殊陶業,Prime,5334.T
5337,ダントーホールディングス,Standard,5337.T
5341,ＡＳＡＨＩ　ＥＩＴＯホールディングス,Standard,5341.T
5344,ＭＡＲＵＷＡ,Prime,5344.T
5351,品川リフラ,Prime,5351.T
5355,日本坩堝,Standard,5355.T
5356,美濃窯業,Standard,5356.T
5357,ヨータイ,Prime,5357.T
5363,東京窯業,Standard,5363.T
5367,ニッカトー,Standard,5367.T
5368,日本インシュレーション,Standard,5368.T
5380,新東,Standard,5380.T
5381,マイポックス,Standard,5381.T
5384,フジミインコーポレーテッド,Prime,5384.T
5388,クニミネ工業,Standard,5388.T
5391,エーアンドエーマテリアル,Standard,5391.T
5393,ニチアス,Prime,5393.T
5401,日本製鉄,Prime,5401.T
5406,神戸製鋼所,Prime,5406.T
5408,中山製鋼所,Prime,5408.T
5410,合同製鐵,Prime,5410.T
5411,ＪＦＥホールディングス,Prime,5411.T
5423,東京製鐵,Prime,5423.T
542A,ビタブリッドジャパン,Growth,542A.T
543A,ＡＲＣＨＩＯＮ,Prime,543A.T
5440,共英製鋼,Prime,5440.T
5444,大和工業,Prime,5444.T
5445,東京鐵鋼,Prime,5445.T
5446,北越メタル,Standard,5446.T
5449,大阪製鐵,Standard,5449.T
544A,ＧＭＳグループ,Prime,544A.T
5451,ヨドコウ,Prime,5451.T
5458,高砂鐵工,Standard,5458.T
545A,トランヴィア,Prime,545A.T
5461,中部鋼鈑,Prime,5461.T
5463,丸一鋼管,Prime,5463.T
5464,モリ工業,Standard,5464.T
546A,ＭＩＲＡＩＮＩホールディングス,Prime,546A.T
5471,大同特殊鋼,Prime,5471.T
547A,ムニノバホールディングス,Prime,547A.T
5480,日本冶金工業,Prime,5480.T
5482,愛知製鋼,Prime,5482.T
5484,東北特殊鋼,Standard,5484.T
548A,システムエグゼ,Standard,548A.T
5491,日本金属,Standard,5491.T
549A,ヒトトヒトホールディングス,Standard,549A.T
550A,ソフトテックス,Standard,550A.T
5527,ｐｒｏｐｅｒｔｙ　ｔｅｃｈｎｏｌｏｇｉｅｓ,Growth,5527.T
5532,リアルゲイト,Growth,5532.T
5533,エリッツホールディングス,Standard,5533.T
5535,ミガロホールディングス,Prime,5535.T
5537,ＡｌｂａＬｉｎｋ,Growth,5537.T
5541,大平洋金属,Prime,5541.T
5542,新報国マテリアル,Standard,5542.T
554A,バトンズ,Growth,554A.T
5563,新日本電工,Prime,5563.T
556A,犬猫生活,Growth,556A.T
5570,ジェノバ,Growth,5570.T
5571,エキサイトホールディングス,Standard,5571.T
5572,Ｒｉｄｇｅ－ｉ,Growth,5572.T
5574,ＡＢＥＪＡ,Growth,5574.T
5575,Ｇｌｏｂｅｅ,Growth,5575.T
5576,オービーシステム,Standard,5576.T
5578,ＡＲアドバンストテクノロジ,Growth,5578.T
5580,プロディライト,Growth,5580.T
5582,グリッド,Growth,5582.T
5586,Ｌａｂｏｒｏ．ＡＩ,Growth,5586.T
5587,インバウンドプラットフォーム,Growth,5587.T
5588,ファーストアカウンティング,Growth,5588.T
5589,オートサーバー,Standard,5589.T
558A,ＳＱＵＥＥＺＥ,Growth,558A.T
5590,ネットスターズ,Growth,5590.T
5591,ＡＶＩＬＥＮ,Growth,5591.T
5592,くすりの窓口,Growth,5592.T
5597,ブルーイノベーション,Growth,5597.T
5599,Ｓ＆Ｊ,Growth,5599.T
559A,梅乃宿酒造,Standard,559A.T
5602,栗本鐵工所,Prime,5602.T
5603,虹技,Standard,5603.T
5609,日本鋳造,Standard,5609.T
5612,日本鋳鉄管,Standard,5612.T
5616,雨風太陽,Growth,5616.T
5618,ナイル,Growth,5618.T
5619,マーソ,Growth,5619.T
5621,ヒューマンテクノロジーズ,Growth,5621.T
5631,日本製鋼所,Prime,5631.T
5632,三菱製鋼,Prime,5632.T
5644,メタルアート,Standard,5644.T
5658,日亜鋼業,Standard,5658.T
5659,日本精線,Prime,5659.T
5695,パウダーテック,Standard,5695.T
5697,サンユウ,Standard,5697.T
5698,エンビプロ・ホールディングス,Standard,5698.T
5699,イボキン,Standard,5699.T
5702,大紀アルミニウム工業所,Prime,5702.T
5703,日本軽金属ホールディングス,Prime,5703.T
5704,ＪＭＣ,Standard,5704.T
5706,三井金属,Prime,5706.T
5707,東邦亜鉛,Prime,5707.T
5711,三菱マテリアル,Prime,5711.T
5713,住友金属鉱山,Prime,5713.T
5714,ＤＯＷＡホールディングス,Prime,5714.T
5715,古河機械金属,Prime,5715.T
5721,エスクリプトエナジー,Standard,5721.T
5724,アサカ理研,Standard,5724.T
5726,大阪チタニウムテクノロジーズ,Prime,5726.T
5729,日本精鉱,Standard,5729.T
5741,ＵＡＣＪ,Prime,5741.T
5742,エヌアイシ・オートテック,Standard,5742.T
5753,日本伸銅,Standard,5753.T
5757,ＣＫサンエツ,Prime,5757.T
575A,前澤ホールディングス,Prime,575A.T
5801,古河電気工業,Prime,5801.T
5802,住友電気工業,Prime,5802.T
5803,フジクラ,Prime,5803.T
5805,ＳＷＣＣ,Prime,5805.T
5816,オーナンバ,Standard,5816.T
5817,ＪＭＡＣＳ,Standard,5817.T
5819,カナレ電気,Standard,5819.T
581A,ＧＯ,Growth,581A.T
5820,三ッ星,Standard,5820.T
5821,平河ヒューテック,Prime,5821.T
5830,いよぎんホールディングス,Prime,5830.T
5831,しずおかフィナンシャルグループ,Prime,5831.T
5832,ちゅうぎんフィナンシャルグループ,Prime,5832.T
5834,ＳＢＩリーシングサービス,Growth,5834.T
5838,楽天銀行,Prime,5838.T
5842,インテグラル,Growth,5842.T
5843,ニッポンインシュア,Standard,5843.T
5844,京都フィナンシャルグループ,Prime,5844.T
5845,全保連,Standard,5845.T
584A,ＬｉＮＫＸ,Growth,584A.T
5851,リョービ,Prime,5851.T
5852,アーレスティ,Prime,5852.T
5857,ＡＲＥホールディングス,Prime,5857.T
5858,ＳＴＧ,Growth,5858.T
5867,エスネットワークス,Growth,5867.T
5868,ロココ,Standard,5868.T
5869,早稲田学習研究会,Standard,5869.T
5870,ナルネットコミュニケーションズ,Growth,5870.T
5871,ＳＯＬＩＺＥ　Ｈｏｌｄｉｎｇｓ,Standard,5871.T
5884,クラダシ,Growth,5884.T
5885,ジーデップ・アドバンス,Standard,5885.T
5888,ＤＡＩＷＡ　ＣＹＣＬＥ,Growth,5888.T
5889,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,Prime,5889.T
5891,ＳＡＫＩＧＡＫＥホールディングス,Standard,5891.T
5892,ｙｕｔｏｒｉ,Growth,5892.T
589A,ネイス,Growth,589A.T
5900,ダイケン,Standard,5900.T
5901,東洋製罐グループホールディングス,Prime,5901.T
5902,ホッカンホールディングス,Prime,5902.T
5905,日本製罐,Standard,5905.T
5906,エムケー精工,Standard,5906.T
5909,コロナ,Standard,5909.T
590A,ギフティグループ,Prime,590A.T
5911,横河ブリッジホールディングス,Prime,5911.T
5915,駒井ハルテック,Standard,5915.T
5918,瀧上工業,Standard,5918.T
5921,川岸工業,Standard,5921.T
5922,那須電機鉄工,Standard,5922.T
5923,高田機工,Standard,5923.T
5928,アルメタックス,Standard,5928.T
5929,三和ホールディングス,Prime,5929.T
5930,文化シヤッター,Prime,5930.T
5932,三協立山,Prime,5932.T
5933,アルインコ,Prime,5933.T
5936,東洋シヤッター,Standard,5936.T
5938,ＬＩＸＩＬ,Prime,5938.T
5939,大谷工業,Standard,5939.T
593A,ティアフォー,Growth,593A.T
5940,不二サッシ,Standard,5940.T
5941,中西製作所,Standard,5941.T
5942,日本フイルコン,Standard,5942.T
5943,ノーリツ,Prime,5943.T
5945,天龍製鋸,Standard,5945.T
5946,長府製作所,Prime,5946.T
5947,リンナイ,Prime,5947.T
5949,ユニプレス,Prime,5949.T
5950,日本パワーファスニング,Standard,5950.T
5951,ダイニチ工業,Standard,5951.T
5952,アマテイ,Standard,5952.T
5955,ワイズホールディングス,Standard,5955.T
5956,トーソー,Standard,5956.T
5957,日東精工,Prime,5957.T
5958,三洋工業,Standard,5958.T
5959,岡部,Prime,5959.T
5962,浅香工業,Standard,5962.T
5965,フジマック,Standard,5965.T
5966,京都機械工具,Standard,5966.T
5967,ＴＯＮＥ,Standard,5967.T
5969,ロブテックス,Standard,5969.T
5970,ジーテクト,Prime,5970.T
5971,共和工業所,Standard,5971.T
5973,トーアミ,Standard,5973.T
5974,中国工業,Standard,5974.T
5975,東プレ,Prime,5975.T
5976,高周波熱錬,Prime,5976.T
5981,東京製綱,Prime,5981.T
5982,マルゼン,Standard,5982.T
5983,イワブチ,Standard,5983.T
5984,兼房,Standard,5984.T
5985,サンコール,Standard,5985.T
5986,モリテック　スチール,Standard,5986.T
5987,オーネックス,Standard,5987.T
5988,パイオラックス,Prime,5988.T
5989,エイチワン,Prime,5989.T
598A,チャットプラス,Growth,598A.T
5990,スーパーツール,Standard,5990.T
5991,日本発條,Prime,5991.T
5992,中央発條,Standard,5992.T
5994,ファインシンター,Standard,5994.T
5997,協立エアテック,Standard,5997.T
5998,アドバネクス,Standard,5998.T
6005,三浦工業,Prime,6005.T
6013,タクマ,Prime,6013.T
6016,ジャパンエンジンコーポレーション,Standard,6016.T
6018,阪神内燃機工業,Standard,6018.T
6022,赤阪鐵工所,Standard,6022.T
6023,ダイハツインフィニアース,Standard,6023.T
