code,name,market,ticker
3174,ハピネス・アンド・ディ,Standard,3174.T
3175,エー・ピーホールディングス,Standard,3175.T
3176,三洋貿易,Prime,3176.T
3177,ありがとうサービス,Standard,3177.T
3178,チムニー,Standard,3178.T
3179,シュッピン,Prime,3179.T
3180,ビューティガレージ,Prime,3180.T
3181,買取王国,Standard,3181.T
3182,オイシックス,Prime,3182.T
3183,ウイン・パートナーズ,Prime,3183.T
3184,ＩＣＤＡホールディングス,Standard,3184.T
3185,夢展望,Growth,3185.T
3186,ネクステージ,Prime,3186.T
3187,ミラタップ,Growth,3187.T
3189,ＡＮＡＰホールディングス,Standard,3189.T
3190,ホットマン,Standard,3190.T
3191,ジョイフル本田,Prime,3191.T
3192,白鳩,Standard,3192.T
3193,エターナルホスピタリティグループ,Prime,3193.T
3195,ジェネレーションパス,Standard,3195.T
3196,ホットランドホールディングス,Prime,3196.T
3197,すかいらーくホールディングス,Prime,3197.T
3199,綿半ホールディングス,Prime,3199.T
319A,技術承継機構,Growth,319A.T
3201,日本毛織,Prime,3201.T
3202,ダイトウボウ,Standard,3202.T
3204,トーア紡コーポレーション,Standard,3204.T
3205,ダイドーリミテッド,Standard,3205.T
3221,ヨシックスホールディングス,Prime,3221.T
3222,ユナイテッド・スーパーマーケット・ホールディングス,Standard,3222.T
3223,エスエルディー,Standard,3223.T
3224,ゼネラル・オイスター,Growth,3224.T
3231,野村不動産ホールディングス,Prime,3231.T
3232,三重交通グループホールディングス,Prime,3232.T
3236,プロパスト,Standard,3236.T
3237,イントランス,Growth,3237.T
3238,セントラル総合開発,Standard,3238.T
323A,フライヤー,Growth,323A.T
3241,ウィル,Standard,3241.T
3242,アーバネットコーポレーション,Standard,3242.T
3245,ディア・ライフ,Prime,3245.T
3246,コーセーアールイー,Standard,3246.T
3248,アールエイジ,Standard,3248.T
324A,ブッキングリゾート,Growth,324A.T
3252,地主,Prime,3252.T
325A,ＴＥＮＴＩＡＬ,Growth,325A.T
3261,グランディーズ,Growth,3261.T
3266,ファンドクリエーショングループ,Standard,3266.T
3267,フィル・カンパニー,Standard,3267.T
3276,ＪＰＭＣ,Prime,3276.T
3277,サンセイランディック,Standard,3277.T
3280,エストラスト,Standard,3280.T
3284,フージャースホールディングス,Prime,3284.T
3286,トラストホールディングス,Standard,3286.T
3288,オープンハウスグループ,Prime,3288.T
3289,東急不動産ホールディングス,Prime,3289.T
3291,飯田グループホールディングス,Prime,3291.T
3293,アズマハウス,Standard,3293.T
3297,東武住販,Standard,3297.T
3299,ムゲンエステート,Standard,3299.T
3300,アンビション　ＤＸ　ホールディングス,Growth,3300.T
3302,帝国繊維,Prime,3302.T
3306,日本製麻,Standard,3306.T
330A,ＴａｌｅｎｔＸ,Growth,330A.T
3315,日本コークス工業,Prime,3315.T
3317,フライングガーデン,Standard,3317.T
331A,メディックス,Standard,331A.T
3320,クロスプラス,Standard,3320.T
3321,ミタチ産業,Standard,3321.T
3323,レカム,Standard,3323.T
3326,ランシステム,Standard,3326.T
3329,東和フードサービス,Standard,3329.T
332A,ミーク,Growth,332A.T
3333,あさひ,Prime,3333.T
3349,コスモス薬品,Prime,3349.T
334A,ビジュアル・プロセッシング・ジャパン,Growth,334A.T
3350,メタプラネット,Standard,3350.T
3352,バッファロー,Standard,3352.T
3353,メディカル一光グループ,Standard,3353.T
3355,クリヤマホールディングス,Standard,3355.T
3358,Ｔｒａｉｌｈｅａｄ　Ｇｌｏｂａｌ　Ｈｏｌｄｉｎｇｓ,Standard,3358.T
3359,ｃｏｔｔａ,Growth,3359.T
335A,ミライロ,Growth,335A.T
3360,シップヘルスケアホールディングス,Prime,3360.T
3361,トーエル,Standard,3361.T
336A,ダイナミックマッププラットフォーム,Growth,336A.T
3370,フジタコーポレーション,Standard,3370.T
3371,ソフトクリエイトホールディングス,Prime,3371.T
3372,関門海,Standard,3372.T
3374,内外テック,Standard,3374.T
3375,ＺＯＡ,Standard,3375.T
3377,バイク王＆カンパニー,Standard,3377.T
3382,セブン＆アイ・ホールディングス,Prime,3382.T
3386,コスモ・バイオ,Standard,3386.T
3387,クリエイト・レストランツ・ホールディングス,Prime,3387.T
3388,明治電機工業,Prime,3388.T
338A,ＺｅｎｍｕＴｅｃｈ,Growth,338A.T
3391,ツルハホールディングス,Prime,3391.T
3392,デリカフーズホールディングス,Standard,3392.T
3393,スターティアホールディングス,Prime,3393.T
3395,サンマルクホールディングス,Prime,3395.T
3396,フェリシモ,Standard,3396.T
3397,トリドールホールディングス,Prime,3397.T
3399,丸千代山岡家,Standard,3399.T
339A,プログレス・テクノロジーズ　グループ,Growth,339A.T
3401,帝人,Prime,3401.T
3402,東レ,Prime,3402.T
3405,クラレ,Prime,3405.T
3407,旭化成,Prime,3407.T
3409,北紡,Standard,3409.T
340A,ジグザグ,Growth,340A.T
3415,ＴＯＫＹＯ　ＢＡＳＥ,Prime,3415.T
3416,ピクスタ,Standard,3416.T
3417,大木ヘルスケアホールディングス,Standard,3417.T
3418,バルニバービ,Growth,3418.T
341A,トヨコー,Growth,341A.T
3420,ケー・エフ・シー,Standard,3420.T
3421,稲葉製作所,Standard,3421.T
3422,Ｊ－ＭＡＸ,Standard,3422.T
3423,エスイー,Standard,3423.T
3426,アトムリビンテック,Standard,3426.T
3431,宮地エンジニアリンググループ,Prime,3431.T
3433,トーカロ,Prime,3433.T
3434,アルファＣｏ,Standard,3434.T
3435,サンコーテクノ,Standard,3435.T
3436,ＳＵＭＣＯ,Prime,3436.T
3437,特殊電極,Standard,3437.T
3439,三ツ知,Standard,3439.T
343A,ＩＡＣＥトラベル,Standard,343A.T
3440,日創グループ,Standard,3440.T
3441,山王,Standard,3441.T
3443,川田テクノロジーズ,Prime,3443.T
3444,菊池製作所,Standard,3444.T
3445,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,Prime,3445.T
3446,ジェイテックコーポレーション,Standard,3446.T
3447,信和,Standard,3447.T
3449,テクノフレックス,Standard,3449.T
3452,ビーロット,Standard,3452.T
3454,ファーストブラザーズ,Standard,3454.T
3457,Ａｎｄ　Ｄｏホールディングス,Prime,3457.T
3461,パルマ,Standard,3461.T
3465,ケイアイスター不動産,Prime,3465.T
3467,アグレ都市デザイン,Standard,3467.T
3469,デュアルタップ,Standard,3469.T
3474,Ｇ－ＦＡＣＴＯＲＹ,Growth,3474.T
3475,グッドコムアセット,Prime,3475.T
3477,フォーライフ,Growth,3477.T
3479,ＴＫＰ,Growth,3479.T
3480,ジェイ・エス・ビー,Prime,3480.T
3482,ロードスターキャピタル,Prime,3482.T
3484,イノベーションホールディングス,Standard,3484.T
3486,グローバル・リンク・マネジメント,Prime,3486.T
3489,フェイスネットワーク,Standard,3489.T
3490,アズ企画設計,Standard,3490.T
3491,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,Growth,3491.T
3494,マリオン,Standard,3494.T
3495,香陵住販,Standard,3495.T
3496,アズーム,Prime,3496.T
3498,霞ヶ関キャピタル,Prime,3498.T
3501,ＳＵＭＩＮＯＥ,Prime,3501.T
350A,デジタルグリッド,Growth,350A.T
3512,日本フエルト,Standard,3512.T
3513,イチカワ,Standard,3513.T
3521,テルマー湯ホールディングス,Standard,3521.T
3524,日東製網,Standard,3524.T
3529,アツギ,Standard,3529.T
352A,ＬＯＩＶＥ,Growth,352A.T
3536,アクサスホールディングス,Standard,3536.T
3537,昭栄薬品,Standard,3537.T
3538,ウイルプラスホールディングス,Standard,3538.T
3539,ＪＭホールディングス,Prime,3539.T
3542,ベガコーポレーション,Growth,3542.T
3543,コメダホールディングス,Prime,3543.T
3544,サツドラホールディングス,Standard,3544.T
3547,ユニシアホールディングス,Standard,3547.T
3548,バロックジャパンリミテッド,Prime,3548.T
3549,クスリのアオキホールディングス,Standard,3549.T
3550,スタジオアタオ,Growth,3550.T
3551,ダイニック,Standard,3551.T
3553,共和レザー,Standard,3553.T
3556,リネットジャパングループ,Growth,3556.T
3557,ユナイテッド＆コレクティブ,Growth,3557.T
3558,ジェイドグループ,Growth,3558.T
3559,ピーバンドットコム,Standard,3559.T
3560,ほぼ日,Standard,3560.T
3561,力の源ホールディングス,Prime,3561.T
3562,Ｎｏ．１,Standard,3562.T
3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,Prime,3563.T
3565,アセンテック,Standard,3565.T
3566,ユニフォームネクスト,Growth,3566.T
3569,セーレン,Prime,3569.T
3571,ソトー,Standard,3571.T
3577,東海染工,Standard,3577.T
3580,小松マテーレ,Prime,3580.T
3583,オーベクス,Standard,3583.T
3591,ワコールホールディングス,Prime,3591.T
3597,自重堂,Standard,3597.T
3598,山喜,Standard,3598.T
3600,フジックス,Standard,3600.T
3607,クラウディアホールディングス,Standard,3607.T
3608,ＴＳＩホールディングス,Prime,3608.T
3611,マツオカコーポレーション,Standard,3611.T
3612,ワールド,Prime,3612.T
3622,ネットイヤーグループ,Standard,3622.T
3623,ビリングシステム,Growth,3623.T
3624,アクセルマーク,Growth,3624.T
3625,テックファームホールディングス,Growth,3625.T
3626,ＴＩＳＩ,Prime,3626.T
3627,テクミラホールディングス,Standard,3627.T
3628,データホライゾン,Growth,3628.T
3632,グリーホールディングス,Prime,3632.T
3633,ＧＭＯペパボ,Standard,3633.T
3634,ソケッツ,Standard,3634.T
3635,コーエーテクモホールディングス,Prime,3635.T
3636,三菱総合研究所,Prime,3636.T
3639,ボルテージ,Standard,3639.T
3640,電算,Standard,3640.T
3641,パピレス,Standard,3641.T
3645,メディカルネット,Growth,3645.T
3646,駅探,Standard,3646.T
3647,アスリナ,Standard,3647.T
3648,ＡＧＳ,Standard,3648.T
3649,ファインデックス,Prime,3649.T
3652,ディジタルメディアプロフェッショナル,Growth,3652.T
3653,モルフォ,Growth,3653.T
3656,ＫＬａｂ,Prime,3656.T
3657,ポールトゥウィンホールディングス,Prime,3657.T
3659,ネクソン,Prime,3659.T
365A,伊澤タオル,Standard,365A.T
3660,アイスタイル,Prime,3660.T
3661,エムアップホールディングス,Prime,3661.T
3662,エイチームホールディングス,Prime,3662.T
3663,セルシス,Prime,3663.T
3664,ＷＩＺＥ,Growth,3664.T
3665,エニグモ,Prime,3665.T
3667,ｅｎｉｓｈ,Standard,3667.T
3668,コロプラ,Prime,3668.T
366A,ウェルネス・コミュニケーションズ,Growth,366A.T
3670,協立情報通信,Standard,3670.T
3671,ソフトマックス,Standard,3671.T
3672,オルトプラス,Standard,3672.T
3673,ブロードリーフ,Prime,3673.T
3674,オークファン,Growth,3674.T
3675,クロス・マーケティンググループ,Standard,3675.T
3676,デジタルハーツホールディングス,Prime,3676.T
3678,メディアドゥ,Prime,3678.T
3679,じげん,Prime,3679.T
367A,プリモグローバルホールディングス,Standard,367A.T
3680,ホットリンク,Growth,3680.T
3682,エンカレッジ・テクノロジ,Standard,3682.T
3683,サイバーリンクス,Standard,3683.T
3686,ディー・エル・イー,Standard,3686.T
3687,フィックスターズ,Prime,3687.T
368A,北里,Prime,368A.T
3690,イルグルム,Standard,3690.T
3691,デジタルプラス,Growth,3691.T
3692,ＦＦＲＩセキュリティ,Growth,3692.T
3694,オプティム,Prime,3694.T
3695,ＧＭＯプロダクトプラットフォーム,Growth,3695.T
3696,セレス,Prime,3696.T
3697,ＳＨＩＦＴ,Prime,3697.T
3698,ＣＲＩ・ミドルウェア,Standard,3698.T
369A,エータイ,Growth,369A.T
3708,特種東海製紙,Prime,3708.T
3710,ジョルダン,Standard,3710.T
3712,情報企画,Standard,3712.T
3719,ＡＩストーム,Standard,3719.T
3723,日本ファルコム,Growth,3723.T
3726,フォーシーズＨＤ,Standard,3726.T
3727,アプリックス,Growth,3727.T
372A,レント,Standard,372A.T
3733,ソフトウェア・サービス,Standard,3733.T
373A,リップス,Growth,373A.T
3741,セック,Prime,3741.T
3744,サイオス,Standard,3744.T
3747,インタートレード,Standard,3747.T
3750,ＡＤＲバイオメディカルホールディングス,Standard,3750.T
3753,フライトソリューションズ,Standard,3753.T
3758,アエリア,Standard,3758.T
3760,ケイブ,Standard,3760.T
3762,テクマトリックス,Prime,3762.T
3763,プロシップ,Prime,3763.T
3765,ガンホー・オンライン・エンターテイメント,Prime,3765.T
3766,システムズ・デザイン,Standard,3766.T
3768,リスクモンスター,Standard,3768.T
3769,ＧＭＯペイメントゲートウェイ,Prime,3769.T
3771,システムリサーチ,Prime,3771.T
3772,ウェルス・マネジメント,Standard,3772.T
3773,アドバンスト・メディア,Growth,3773.T
3774,インターネットイニシアティブ,Prime,3774.T
3776,ブロードバンドタワー,Standard,3776.T
3777,環境フレンドリーホールディングス,Growth,3777.T
3778,さくらインターネット,Prime,3778.T
3779,ジェイ・エスコムホールディングス,Standard,3779.T
3787,テクノマセマティカル,Standard,3787.T
3788,ＧＭＯグローバルサイン・ホールディングス,Prime,3788.T
378A,ヒット,Growth,378A.T
3791,ＩＧポート,Standard,3791.T
3793,ドリコム,Growth,3793.T
3796,いい生活,Standard,3796.T
3798,ＵＬＳグループ,Standard,3798.T
3799,キーウェアソリューションズ,Standard,3799.T
3800,ユニリタ,Standard,3800.T
3802,エコミック,Standard,3802.T
3803,イメージ情報開発,Growth,3803.T
3804,システム　ディ,Standard,3804.T
3807,フィスコ,Growth,3807.T
3810,サイバーステップホールディングス,Standard,3810.T
3815,メディア工房,Growth,3815.T
3816,大和コンピューター,Standard,3816.T
3817,ＳＲＡホールディングス,Prime,3817.T
3823,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,Standard,3823.T
3825,リミックスポイント,Standard,3825.T
3826,システムインテグレータ,Standard,3826.T
3834,朝日ネット,Prime,3834.T
3835,ｅＢＡＳＥ,Prime,3835.T
3836,アバントグループ,Prime,3836.T
3837,アドソル日進,Prime,3837.T
3839,ＯＤＫソリューションズ,Standard,3839.T
3840,パス,Standard,3840.T
3841,ジーダット,Standard,3841.T
3842,ネクストジェン,Standard,3842.T
3843,フリービット,Prime,3843.T
3844,コムチュア,Prime,3844.T
3845,アイフリークモバイル,Standard,3845.T
3848,データ・アプリケーション,Standard,3848.T
3850,エヌ・ティ・ティ・データ・イントラマート,Standard,3850.T
3851,日本一ソフトウェア,Standard,3851.T
3853,アステリア,Prime,3853.T
3854,アイル,Prime,3854.T
3856,Ａｂａｌａｎｃｅ,Standard,3856.T
3858,ユビキタスＡＩ,Standard,3858.T
3861,王子ホールディングス,Prime,3861.T
3863,日本製紙,Prime,3863.T
3864,三菱製紙,Prime,3864.T
3865,北越コーポレーション,Prime,3865.T
386A,みのや,Standard,386A.T
3877,中越パルプ工業,Prime,3877.T
3878,巴川コーポレーション,Standard,3878.T
387A,フラー,Growth,387A.T
3880,大王製紙,Prime,3880.T
3891,ニッポン高度紙工業,Standard,3891.T
3892,岡山製紙,Standard,3892.T
3895,ハビックス,Standard,3895.T
3896,阿波製紙,Standard,3896.T
3900,クラウドワークス,Growth,3900.T
3901,マークラインズ,Prime,3901.T
3903,ｇｕｍｉ,Prime,3903.T
3904,カヤック,Growth,3904.T
3905,データセクション,Growth,3905.T
3907,シリコンスタジオ,Standard,3907.T
3908,コラボス,Standard,3908.T
3909,ショーケース,Standard,3909.T
3910,エムケイシステム,Standard,3910.T
3911,Ａｉｍｉｎｇ,Growth,3911.T
3912,モバイルファクトリー,Standard,3912.T
3913,ＧｒｅｅｎＢｅｅ,Standard,3913.T
3914,ＪＩＧ－ＳＡＷ,Growth,3914.T
3915,テラスカイ,Prime,3915.T
3916,デジタル・インフォメーション・テクノロジー,Prime,3916.T
3917,アイリッジ,Growth,3917.T
3918,ＰＣＩホールディングス,Standard,3918.T
3920,アイビーシー,Standard,3920.T
3921,ネオジャパン,Prime,3921.T
3922,ＰＲ　ＴＩＭＥＳ,Prime,3922.T
3923,ラクス,Prime,3923.T
3925,ダブルスタンダード,Prime,3925.T
3926,オープンドア,Standard,3926.T
3927,フーバーブレイン,Standard,3927.T
3928,マイネット,Standard,3928.T
3929,ソーシャルワイヤー,Growth,3929.T
3930,はてな,Growth,3930.T
3931,バリューゴルフ,Growth,3931.T
3932,アカツキ,Prime,3932.T
3933,チエル,Standard,3933.T
3934,ベネフィットジャパン,Standard,3934.T
3935,エディア,Standard,3935.T
3936,グローバルウェイ,Growth,3936.T
3937,Ｕｂｉｃｏｍホールディングス,Standard,3937.T
3939,カナミックネットワーク,Prime,3939.T
3940,ノムラシステムコーポレーション,Standard,3940.T
3941,レンゴー,Prime,3941.T
3943,大石産業,Standard,3943.T
3944,古林紙工,Standard,3944.T
3945,スーパーバッグ,Standard,3945.T
3946,トーモク,Prime,3946.T
3947,ダイナパック,Standard,3947.T
3948,光ビジネスフォーム,Standard,3948.T
3950,ザ・パック,Prime,3950.T
3951,朝日印刷,Standard,3951.T
3953,大村紙業,Standard,3953.T
3954,昭和パックス,Standard,3954.T
3955,イムラ,Standard,3955.T
3958,笹徳印刷,Standard,3958.T
3962,チェンジホールディングス,Prime,3962.T
3963,シンクロ・フード,Prime,3963.T
3964,オークネット,Prime,3964.T
3965,キャピタル・アセット・プランニング,Standard,3965.T
3967,エルテス,Growth,3967.T
3968,セグエグループ,Prime,3968.T
3969,エイトレッド,Standard,3969.T
3970,イノベーション,Standard,3970.T
3974,ＳＣＡＴ,Standard,3974.T
3976,シャノン,Growth,3976.T
3979,うるる,Growth,3979.T
3981,ビーグリー,Standard,3981.T
3983,オロ,Prime,3983.T
3984,ユーザーローカル,Prime,3984.T
3985,テモナ,Standard,3985.T
3986,ビーブレイクシステムズ,Standard,3986.T
3987,エコモット,Growth,3987.T
3988,ＳＹＳホールディングス,Standard,3988.T
3989,シェアリングテクノロジー,Growth,3989.T
3991,ウォンテッドリー,Growth,3991.T
3992,ニーズウェル,Prime,3992.T
3993,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,Prime,3993.T
3994,マネーフォワード,Prime,3994.T
3996,サインポスト,Standard,3996.T
3997,トレードワークス,Standard,3997.T
3998,すららネット,Growth,3998.T
4004,レゾナック・ホールディングス,Prime,4004.T
4005,住友化学,Prime,4005.T
4008,住友精化,Prime,4008.T
4011,ヘッドウォータース,Growth,4011.T
4012,アクシス,Standard,4012.T
4013,勤次郎,Growth,4013.T
4014,カラダノート,Growth,4014.T
4015,ペイクラウドホールディングス,Growth,4015.T
4016,ＭＩＴホールディングス,Standard,4016.T
4017,クリーマ,Growth,4017.T
4019,スタメン,Growth,4019.T
4020,ビートレンド,Growth,4020.T
4021,日産化学,Prime,4021.T
4022,ラサ工業,Prime,4022.T
4023,クレハ,Prime,4023.T
4025,多木化学,Prime,4025.T
4026,神島化学工業,Standard,4026.T
4027,テイカ,Prime,4027.T
4028,石原産業,Prime,4028.T
402A,アクセルスペースホールディングス,Growth,402A.T
4031,片倉コープアグリ,Standard,4031.T
4040,南海化学,Standard,4040.T
4041,日本曹達,Prime,4041.T
4042,東ソー,Prime,4042.T
4043,トクヤマ,Prime,4043.T
4044,セントラル硝子,Prime,4044.T
4045,東亞合成,Prime,4045.T
4046,大阪ソーダ,Prime,4046.T
4047,関東電化工業,Prime,4047.T
4051,ＧＭＯフィナンシャルゲート,Prime,4051.T
4052,フィーチャ,Growth,4052.T
4053,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,Prime,4053.T
4054,日本情報クリエイト,Growth,4054.T
4055,ティアンドエスグループ,Growth,4055.T
4056,ニューラルグループ,Growth,4056.T
4057,インターファクトリー,Growth,4057.T
4058,トヨクモ,Growth,4058.T
4059,まぐまぐ,Standard,4059.T
4060,ｒａｋｕｍｏ,Growth,4060.T
4061,デンカ,Prime,4061.T
4062,イビデン,Prime,4062.T
4063,信越化学工業,Prime,4063.T
4064,日本カーバイド工業,Prime,4064.T
4068,ベイシス,Growth,4068.T
4069,ＢｌｕｅＭｅｍｅ,Growth,4069.T
4071,プラスアルファ・コンサルティング,Prime,4071.T
4072,電算システムホールディングス,Prime,4072.T
4073,ジィ・シィ企画,Growth,4073.T
4074,ラキール,Growth,4074.T
4075,ブレインズテクノロジー,Growth,4075.T
4076,シイエヌエス,Growth,4076.T
4078,堺化学工業,Prime,4078.T
407A,ＵＮＩＣＯＮホールディングス,Standard,407A.T
4082,第一稀元素化学工業,Prime,4082.T
4088,エア・ウォーター,Prime,4088.T
4091,日本酸素ホールディングス,Prime,4091.T
4092,日本化学工業,Prime,4092.T
4093,東邦アセチレン,Standard,4093.T
4094,日本化学産業,Standard,4094.T
4095,日本パーカライジング,Prime,4095.T
4097,高圧ガス工業,Prime,4097.T
4098,チタン工業,Standard,4098.T
4099,四国化成ホールディングス,Prime,4099.T
409A,オリオンビール,Prime,409A.T
4100,戸田工業,Standard,4100.T
4102,丸尾カルシウム,Standard,4102.T
4107,伊勢化学工業,Standard,4107.T
4109,ステラ　ケミファ,Prime,4109.T
410A,ＧＭＯコマース,Growth,410A.T
4112,保土谷化学工業,Prime,4112.T
4113,田岡化学工業,Standard,4113.T
4114,日本触媒,Prime,4114.T
4116,大日精化工業,Prime,4116.T
4118,カネカ,Prime,4118.T
4119,日本ピグメントホールディングス,Standard,4119.T
4120,スガイ化学工業,Standard,4120.T
4124,大阪油化工業,Standard,4124.T
4125,三和油化工業,Standard,4125.T
414A,オーバーラップホールディングス,Growth,414A.T
4151,協和キリン,Prime,4151.T
415A,ＧＭＯ　ＴＥＣＨホールディングス,Growth,415A.T
4165,プレイド,Growth,4165.T
4166,かっこ,Growth,4166.T
4167,ココペリ,Growth,4167.T
4168,ヤプリ,Growth,4168.T
4169,ＥＮＥＣＨＡＮＧＥ,Growth,4169.T
416A,富士ユナイトホールディングス,Standard,416A.T
4170,Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,Growth,4170.T
4172,Ｈｉクラテス,Standard,4172.T
4174,アピリッツ,Standard,4174.T
4175,ｃｏｌｙ,Growth,4175.T
4176,ココナラ,Growth,4176.T
4177,ｉ‐ｐｌｕｇ,Growth,4177.T
4178,Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,Growth,4178.T
4179,ジーネクスト,Growth,4179.T
417A,ブルーゾーンホールディングス,Prime,417A.T
4180,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,Prime,4180.T
4182,三菱瓦斯化学,Prime,4182.T
4183,三井化学,Prime,4183.T
4186,東京応化工業,Prime,4186.T
4187,大阪有機化学工業,Prime,4187.T
4188,三菱ケミカルグループ,Prime,4188.T
4189,ＫＨネオケム,Prime,4189.T
4192,スパイダープラス,Growth,4192.T
4193,ファブリカホールディングス,Standard,4193.T
4194,ビジョナル,Prime,4194.T
4196,ネオマーケティング,Standard,4196.T
4197,アスマーク,Standard,4197.T
4198,テンダ,Standard,4198.T
4199,ワンダープラネット,Growth,4199.T
4202,ダイセル,Prime,4202.T
4203,住友ベークライト,Prime,4203.T
4204,積水化学工業,Prime,4204.T
4205,日本ゼオン,Prime,4205.T
4206,アイカ工業,Prime,4206.T
4208,ＵＢＥ,Prime,4208.T
4212,積水樹脂,Prime,4212.T
4216,旭有機材,Prime,4216.T
4218,ニチバン,Prime,4218.T
421A,ムービン・ストラテジック・キャリア,Growth,421A.T
4220,リケンテクノス,Prime,4220.T
4221,大倉工業,Prime,4221.T
4222,児玉化学工業,Standard,4222.T
4224,ロンシール工業,Standard,4224.T
4228,積水化成品工業,Prime,4228.T
4229,群栄化学工業,Prime,4229.T
4231,タイガースポリマー,Standard,4231.T
4234,サンエー化研,Standard,4234.T
4235,ウルトラファブリックス・ホールディングス,Standard,4235.T
4237,フジプレアム,Standard,4237.T
4238,ミライアル,Standard,4238.T
423A,ライオン事務器,Standard,423A.T
4240,クラスターテクノロジー,Standard,4240.T
4241,アテクト,Standard,4241.T
4242,タカギセイコー,Standard,4242.T
4243,ニックス,Standard,4243.T
4245,ダイキアクシス,Standard,4245.T
4246,ダイキョーニシカワ,Prime,4246.T
4247,ポバール興業,Standard,4247.T
4248,竹本容器,Standard,4248.T
4249,森六,Prime,4249.T
4251,恵和,Prime,4251.T
4255,ＴＨＥＣＯＯ,Growth,4255.T
4256,サインド,Growth,4256.T
4258,網屋,Growth,4258.T
4259,エクサウィザーズ,Growth,4259.T
4260,ハイブリッドテクノロジーズ,Growth,4260.T
4261,アジアクエスト,Growth,4261.T
4262,ニフティライフスタイル,Growth,4262.T
4263,サスメド,Growth,4263.T
4264,セキュア,Growth,4264.T
4265,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ,Growth,4265.T
4270,ＢｅｅＸ,Growth,4270.T
4272,日本化薬,Prime,4272.T
4274,細谷火工,Standard,4274.T
4275,カーリット,Prime,4275.T
4284,ソルクシーズ,Standard,4284.T
4286,ＣＬホールディングス,Standard,4286.T
4287,ジャストプランニング,Standard,4287.T
4288,アズジェント,Standard,4288.T
428A,サイプレス・ホールディングス,Standard,428A.T
4290,プレステージ・インターナショナル,Prime,4290.T
4293,セプテーニ・ホールディングス,Standard,4293.T
4299,ハイマックス,Standard,4299.T
429A,テクセンドフォトマスク,Prime,429A.T
4301,アミューズ,Prime,4301.T
4307,野村総合研究所,Prime,4307.T
4308,Ｊストリーム,Growth,4308.T
4310,ドリームインキュベータ,Prime,4310.T
4316,ビーマップ,Growth,4316.T
4317,レイ,Standard,4317.T
4318,クイック,Prime,4318.T
431A,ユーソナー,Growth,431A.T
4320,ＣＥホールディングス,Standard,4320.T
4323,日本システム技術,Prime,4323.T
4324,電通グループ,Prime,4324.T
4326,インテージホールディングス,Prime,4326.T
4331,テイクアンドギヴ・ニーズ,Prime,4331.T
4334,ユークス,Standard,4334.T
4335,ＩＰＳホールディングス,Standard,4335.T
4337,ぴあ,Prime,4337.T
4341,西菱電機,Standard,4341.T
4343,イオンファンタジー,Prime,4343.T
4344,ソースネクスト,Prime,4344.T
4345,シーティーエス,Prime,4345.T
4346,ＮＥＸＹＺ．Ｇｒｏｕｐ,Standard,4346.T
4347,ブロードメディア,Standard,4347.T
4350,メディカルシステムネットワーク,Standard,4350.T
4351,山田再生系債権回収総合事務所,Standard,4351.T
4356,応用技術,Standard,4356.T
4360,マナック・ケミカル・パートナーズ,Standard,4360.T
4361,川口化学工業,Standard,4361.T
4362,日本精化,Prime,4362.T
4365,松本油脂製薬,Standard,4365.T
4366,ダイトーケミックス,Standard,4366.T
4368,扶桑化学工業,Prime,4368.T
4369,トリケミカル研究所,Prime,4369.T
436A,サイバーソリューションズ,Growth,436A.T
4370,モビルス,Growth,4370.T
4371,コアコンセプト・テクノロジー,Growth,4371.T
4372,ユミルリンク,Growth,4372.T
4373,シンプレクス・ホールディングス,Prime,4373.T
4374,ＲＯＢＯＴ　ＰＡＹＭＥＮＴ,Growth,4374.T
4375,セーフィー,Growth,4375.T
4376,くふうカンパニーホールディングス,Growth,4376.T
4377,ワンキャリア,Growth,4377.T
4378,ＣＩＮＣ,Growth,4378.T
4379,Ｐｈｏｔｏｓｙｎｔｈ,Growth,4379.T
4380,Ｍマート,Growth,4380.T
4381,ビープラッツ,Growth,4381.T
4382,ＨＥＲＯＺ,Standard,4382.T
4385,メルカリ,Prime,4385.T
4386,ＳＩＧグループ,Standard,4386.T
4387,ＺＵＵ,Growth,4387.T
4388,エーアイ,Standard,4388.T
4389,プロパティデータバンク,Growth,4389.T
438A,インフキュリオン,Growth,438A.T
4390,ＩＰＳ,Prime,4390.T
4391,ロジザード,Growth,4391.T
4392,ＦＩＧ,Prime,4392.T
4393,バンク・オブ・イノベーション,Growth,4393.T
4394,エクスモーション,Growth,4394.T
4395,アクリート,Growth,4395.T
4396,システムサポートホールディングス,Prime,4396.T
4397,チームスピリット,Growth,4397.T
4398,ブロードバンドセキュリティ,Standard,4398.T
