period,n,mean,median,win,plus10,plus20,minus10,minus20,max_up,max_down,top3_excluded_mean,pl_100_shares_yen
2026,63,0.04582147691093387,-0.0014064697609000865,0.49206349206349204,0.30158730158730157,0.15873015873015872,0.20634920634920634,0.07936507936507936,0.8720000000000001,-0.4104477611940298,0.013912920491393085,153500.0
TOTAL,63,0.04582147691093387,-0.0014064697609000865,0.49206349206349204,0.30158730158730157,0.15873015873015872,0.20634920634920634,0.07936507936507936,0.8720000000000001,-0.4104477611940298,0.013912920491393085,153500.0
