signal_date,symbol,candidate_id,model_period,entry_date,entry_open,fifth_xtks_exit_date,fifth_xtks_exit_close,gross_return,one_hundred_shares_pl_yen,med_ret5,ret10,volr20,body_pct,rank_volr20,rank_body_pct,mean_rank,tail_cdf,tail_p
2024-11-21,4833,2024-11-21|4833|2024-11,2024-11,2024-11-22,118,2024-11-28,87,-0.262711864407,-3100,0,0.159574468085,4.17359257726,1,1,1,1,0.999539484027,0.84156376
2024-12-02,2586,2024-12-02|2586|2024-12,2024-12,2024-12-03,175,2024-12-09,136,-0.222857142857,-3900,-0.00476535427349,-0.135922330097,0.461194599341,-0.3,1,1,1,0.999682310508,0.8559452
2024-12-18,4935,2024-12-18|4935|2024-12,2024-12,2024-12-19,333,2024-12-25,684,1.05405405405,35100,-0.00766341209232,0.558951965066,4.59214784306,-0.152941176471,1,1,1,0.999810738175,0.86399317
2024-12-25,4576,2024-12-25|4576|2024-12,2024-12,2024-12-26,154,2025-01-07,172,0.116883116883,1800,-0.00139082058414,0.52,0.706599903788,-0.777777777778,1,1,1,0.999036116564,0.8346677
2025-01-10,7074,2025-01-10|7074|2025-01,2025-01,2025-01-14,334,2025-01-20,326,-0.0239520958084,-800,-0.0129361931601,0.452282157676,3.08005988569,0.0416666666667,1,1,1,0.999094124526,0.83125556
2025-01-14,4935,2025-01-14|4935|2025-01,2025-01,2025-01-15,390,2025-01-21,372.399993896,-0.0451282207782,-1760.00061035,-0.0187054003039,-0.393939393939,4.73409861985,-0.919931665594,1,1,1,0.999989512296,0.87415063
2025-01-15,4935,2025-01-15|4935|2025-01,2025-01,2025-01-16,395.399993896,2025-01-22,361,-0.0870004917236,-3439.99938965,-0.0209545983702,-0.396783616808,2.93650367255,0.310439696333,0.5,0.5,0.5,0.999985579406,0.8707717
2025-01-16,4935,2025-01-16|4935|2025-01,2025-01,2025-01-17,346,2025-01-23,405,0.170520231214,5900,-0.0207438143538,-0.516853932584,1.21270056032,-0.868242961112,0.5,0.5,0.5,0.999931829921,0.8623479
2025-01-17,4935,2025-01-17|4935|2025-01,2025-01,2025-01-20,364.200012207,2025-01-24,398,0.0928061138388,3379.9987793,-0.015739619765,-0.559715632579,1.32075340028,0.483018983085,1,1,1,0.99984137347,0.8548998
2025-01-20,4935,2025-01-20|4935|2025-01,2025-01,2025-01-21,338.200012207,2025-01-27,358,0.058545201296,1979.9987793,-0.00655106581044,-0.65650318528,0.699901442022,-1,0.333333333333,0.333333333333,0.333333333333,0.999775825317,0.8509297
2025-02-04,5246,2025-02-04|5246|2025-02,2025-02,2025-02-05,1001,2025-02-12,904,-0.0969030969031,-9700,-0.00847457627119,0.41495601173,3.09848144048,0.744360902256,1,1,1,0.999707885808,0.8511602
2025-02-05,4935,2025-02-05|4935|2025-02,2025-02,2025-02-06,316.399993896,2025-02-13,333.200012207,0.0530974040285,1680.00183105,-0.00798089171975,-0.0570637288186,0.981190778386,0.971061280983,0.333333333333,0.666666666667,0.5,0.999343061969,0.8406932
2025-02-06,4935,2025-02-06|4935|2025-02,2025-02,2025-02-07,302.399993896,2025-02-14,320,0.0582010795593,1760.00061035,-0.00166054331268,-0.242469165943,0.764976154472,-0.215246891448,1,1,1,0.999274179146,0.83852625
2025-02-20,5597,2025-02-20|5597|2025-02,2025-02,2025-02-21,905,2025-02-28,1103,0.218784530387,19800,-0.0111461790893,0.316901408451,2.77923240971,0.97037037037,0.5,1,0.75,0.99928948644,0.83898413
2025-02-21,5597,2025-02-21|5597|2025-02,2025-02,2025-02-25,1023,2025-03-03,1055,0.0312805474096,3200,-0.00963409192325,0.553097345133,3.48401849432,0.758974358974,1,1,1,0.999241013343,0.8372623
2025-02-27,5597,2025-02-27|5597|2025-02,2025-02,2025-02-28,1080,2025-03-06,964,-0.107407407407,-11600,-0.00795813760099,0.373820754717,2.13458023611,0.627192982456,1,1,1,0.999650483455,0.8493127
2025-03-04,3823,2025-03-04|3823|2025-03,2025-03,2025-03-05,114,2025-03-11,140,0.228070175439,2600,-0.000464908185496,0.452054794521,2.09751521197,0.555555555556,1,1,1,0.999839298394,0.8540689
2025-03-13,5535,2025-03-13|5535|2025-03,2025-03,2025-03-14,1062,2025-03-21,1390,0.308851224105,32800,-0.00339126748622,-0.00700934579439,1.88716432619,0.258389261745,1,1,1,0.99956523364,0.84472513
2025-03-28,6786,2025-03-28|6786|2025-03,2025-03,2025-03-31,71,2025-04-04,51,-0.281690140845,-2000,-0.0108695652174,0.233333333333,2.32537705932,0.571428571429,1,1,1,0.999040773361,0.8319327
2025-04-10,3823,2025-04-10|3823|2025-04,2025-04,2025-04-11,93,2025-04-17,122,0.311827956989,2900,-0.0280592532112,-0.103773584906,0.538866953838,-0.909090909091,0.5,0.5,0.5,0.99928432129,0.837809
2025-05-16,2673,2025-05-16|2673|2025-05,2025-05,2025-05-19,154,2025-05-23,131,-0.149350649351,-2300,0,0.529411764706,0.735257214555,-0.642857142857,0.333333333333,0.333333333333,0.333333333333,0.999349799571,0.8421625
2025-05-19,9610,2025-05-19|9610|2025-05,2025-05,2025-05-20,154,2025-05-26,129,-0.162337662338,-2500,-0.00293255131965,0.440366972477,1.42225265834,-0.258064516129,1,1,1,0.999985839555,0.87112796
2025-05-21,6786,2025-05-21|6786|2025-05,2025-05,2025-05-22,78,2025-05-28,71,-0.0897435897436,-700,-0.00436490615452,0.269841269841,4.81210444158,-0.926829268293,0.5,0.5,0.5,0.999215275344,0.8377734
2025-05-22,2334,2025-05-22|2334|2025-05,2025-05,2025-05-23,102.099998474,2025-05-29,117.5,0.150832534339,1540.00015259,-0.00323624595469,0.556616558304,11.5648516795,0.219696783604,1,1,1,0.999955158591,0.8672619
2025-05-23,2334,2025-05-23|2334|2025-05,2025-05,2025-05-26,94.3000030518,2025-05-30,107.599998474,0.141039183372,1329.99954224,-0.00235849056604,0.268055597941,2.32334594539,-0.559585387769,1,1,1,0.999195214714,0.8371108
2025-05-26,9610,2025-05-26|9610|2025-05,2025-05,2025-05-27,127,2025-06-02,147,0.157480314961,2000,0,0.357894736842,0.880408230649,0.0740740740741,0.333333333333,0.333333333333,0.333333333333,0.999692010323,0.8543162
2025-06-13,3070,2025-06-13|3070|2025-06,2025-06,2025-06-16,192,2025-06-20,245,0.276041666667,5300,-0.00184569952012,0.481203007519,10.3084423179,-0.105769230769,1,1,1,0.999800819748,0.85561967
2025-06-19,6993,2025-06-19|6993|2025-06,2025-06,2025-06-20,35,2025-06-26,64,0.828571428571,2900,0,0.545454545455,1.96485447039,0.357142857143,0.5,0.5,0.5,0.999256240214,0.83766437
2025-06-24,3936,2025-06-24|3936|2025-06,2025-06,2025-06-25,295,2025-07-01,237,-0.196610169492,-5800,0,0.262222222222,1.5071698406,0.733333333333,0.5,1,0.75,0.999025974026,0.83230954
2025-07-03,5721,2025-07-03|5721|2025-07,2025-07,2025-07-04,173,2025-07-10,148,-0.14450867052,-2500,0,-0.505405405405,2.38326624075,0.716666666667,0.5,1,0.75,0.999849349505,0.86373925
2025-07-04,5721,2025-07-04|5721|2025-07,2025-07,2025-07-07,153,2025-07-11,137,-0.104575163399,-1600,-0.00265839662288,-0.509493670886,0.756404626287,-0.5625,0.5,0.5,0.5,0.999078108909,0.8365466
2025-07-07,4594,2025-07-07|4594|2025-07,2025-07,2025-07-08,72,2025-07-14,63,-0.125,-900,-0.00582533057337,0.258620689655,5.59850187858,-0.846153846154,0.5,0.5,0.5,0.999487338613,0.8473966
2025-07-16,2134,2025-07-16|2134|2025-07,2025-07,2025-07-17,60,2025-07-24,71,0.183333333333,1100,0,-0.409090909091,1.19972472646,-0.352941176471,1,1,1,0.999115209404,0.83778757
2025-07-22,6574,2025-07-22|6574|2025-07,2025-07,2025-07-23,96.8000030518,2025-07-29,90.1999969482,-0.0681818790851,-660.000610352,-0.0028129395218,0.192118308988,4.52009456265,0.469387956349,1,1,1,0.999208522771,0.8403881
2025-08-29,7615,2025-08-29|7615|2025-08,2025-08,2025-09-01,216,2025-09-05,232,0.0740740740741,1600,-0.00141944713088,0.3125,2.27258559543,0.444444444444,0.333333333333,1,0.666666666667,0.999919879534,0.8624172
2025-09-24,3997,2025-09-24|3997|2025-09,2025-09,2025-09-25,360.5,2025-10-01,289,-0.198335644938,-7150,-0.00246153939372,0.110606060606,0.765408091611,0.877358490566,1,1,1,0.99914599601,0.82839143
2025-10-01,2673,2025-10-01|2673|2025-10,2025-10,2025-10-02,268,2025-10-08,217,-0.190298507463,-5100,-0.0320415946276,0.116591928251,1.58887070799,0.947368421053,0.333333333333,1,0.666666666667,0.999372741844,0.83548903
2025-10-02,4446,2025-10-02|4446|2025-10,2025-10,2025-10-03,680,2025-10-09,1252,0.841176470588,57200,-0.0365274798409,0.560975609756,2.94071787196,-1,0.333333333333,0.333333333333,0.333333333333,0.999082266591,0.8277945
2025-10-14,6177,2025-10-14|6177|2025-10,2025-10,2025-10-15,225,2025-10-21,192,-0.146666666667,-3300,-0.0300998774276,0.366863905325,4.25403992183,0.354838709677,1,1,1,0.999209612626,0.83103484
2025-10-30,7746,2025-10-30|7746|2025-10,2025-10,2025-10-31,425,2025-11-07,394,-0.0729411764706,-3100,-0.016713091922,0.501858736059,3.29645378236,0.771739130435,1,1,1,0.999943167885,0.8593523
2025-10-31,8105,2025-10-31|8105|2025-10,2025-10,2025-11-04,699,2025-11-10,674,-0.035765379113,-2500,-0.014665286841,0.563981042654,0.870773368747,0.551282051282,1,1,1,0.999160147637,0.8299481
2025-11-18,6993,2025-11-18|6993|2025-11,2025-11,2025-11-19,65,2025-11-26,76,0.169230769231,1100,-0.0106481481481,0.5,3.36140892297,0.666666666667,1,1,1,0.999801346521,0.85459596
2025-11-20,6993,2025-11-20|6993|2025-11,2025-11,2025-11-21,60,2025-11-28,138,1.3,7800,-0.0158478605388,0.377777777778,1.62788122329,0.5,1,1,1,0.999131277012,0.8303299
2025-12-05,6993,2025-12-05|6993|2025-12,2025-12,2025-12-08,90,2025-12-12,78,-0.133333333333,-1200,-0.0167573427078,0.403225806452,0.898812741948,-0.615384615385,1,1,1,0.999429686631,0.8388989
2025-12-09,6993,2025-12-09|6993|2025-12,2025-12,2025-12-10,100,2025-12-16,77,-0.23,-2300,-0.0012987012987,0.275,0.799532437849,-0.785714285714,1,1,1,0.999053522494,0.8282978
2025-12-11,198A,2025-12-11|198A|2025-12,2025-12,2025-12-12,306,2025-12-18,184,-0.398692810458,-12200,-0.00783699059561,0.492307692308,4.60152464017,0.819444444444,1,1,1,0.99949136946,0.8406989
2025-12-17,6629,2025-12-17|6629|2025-12,2025-12,2025-12-18,930,2025-12-24,1114,0.197849462366,18400,-0.00236966824645,0.432634730539,2.74502388445,0.774647887324,1,1,1,0.999431709019,0.8390068
2025-12-22,6629,2025-12-22|6629|2025-12,2025-12,2025-12-23,1120,2025-12-29,1266,0.130357142857,14600,-0.00156139538285,0.548295454545,1.19777828956,0.991452991453,0.5,1,0.75,0.999158686661,0.83052903
